"","Weather","Herbicide_Application","Manure","Weeds","Fungicide_Application","Nitrogen","Fertilizer_Application","Filter_Cake","Amount_of_N_Fertilizer","Type_of_N_Fertilizer","Mechanical_Cultivation","Pests_and_Disease","Soil","Yield","Water_Application","Hand_Weeding","Potash","Compound_D","Single_Supers","Timing_of_Dressings","Trash_Burning","Heat_Treatment","Pesticide_Application"
"750","unfavourable","yes","yes","clean","no","not_effective","effective","no","0.5","AN","yes","free","poor","0_to_70","0.5","lots","yes","no","yes","right","no","no","no"
"751","unfavourable","yes","no","dirty","yes","effective","not_effective","yes","0.5","urea","no","infested","poor","0_to_70","0.75","lots","no","yes","no","right","no","yes","yes"
"752","favourable","yes","yes","clean","yes","effective","effective","no","0.5","AN","no","free","good","70_to_100","1","less","yes","no","no","wrong","no","no","no"
"753","favourable","no","no","dirty","yes","effective","not_effective","no","0.5","urea","yes","infested","poor","70_to_100","0.5","less","no","no","yes","right","no","yes","yes"
"754","unfavourable","yes","no","dirty","no","effective","effective","no","0.5","AN","no","free","poor","0_to_70","0.5","lots","no","no","yes","right","no","no","yes"
"755","unfavourable","no","no","clean","no","not_effective","not_effective","yes","1","AN","yes","infested","poor",">=_100","0.5","less","yes","yes","yes","right","yes","yes","yes"
"756","favourable","yes","yes","clean","no","effective","effective","no","0.5","AN","no","free","good","70_to_100","0.75","lots","no","yes","no","right","no","no","no"
"757","favourable","yes","yes","dirty","no","effective","not_effective","no","1","AN","no","infested","good",">=_100","0.5","lots","yes","yes","no","right","no","no","no"
"758","unfavourable","no","no","clean","no","not_effective","effective","no","1","AN","no","infested","poor","0_to_70","0.75","lots","yes","no","no","right","no","no","yes"
"759","favourable","no","yes","clean","no","not_effective","not_effective","no","0.5","urea","yes","infested","good",">=_100","0.75","less","yes","no","yes","right","no","yes","yes"
"760","favourable","yes","no","clean","no","not_effective","effective","no","0.5","urea","no","infested","good",">=_100","0.5","less","yes","no","no","right","yes","no","no"
"761","favourable","yes","no","clean","no","effective","not_effective","yes","0.5","AN","no","infested","poor","70_to_100","1","lots","yes","no","no","wrong","no","no","yes"
"762","favourable","no","yes","clean","no","not_effective","not_effective","yes","0.5","AN","no","free","poor","70_to_100","0.5","lots","yes","no","no","right","no","no","no"
"763","unfavourable","no","no","dirty","yes","not_effective","not_effective","no","1","urea","no","infested","poor",">=_100","0.75","lots","no","yes","no","wrong","yes","no","yes"
"764","unfavourable","no","yes","clean","yes","effective","not_effective","no","0.5","AN","no","free","poor","0_to_70","0.75","less","no","yes","no","right","no","no","no"
"765","unfavourable","no","yes","clean","yes","effective","effective","yes","0.5","urea","no","infested","poor",">=_100","1","lots","yes","no","yes","right","no","no","no"
"766","unfavourable","no","yes","clean","yes","not_effective","effective","yes","0.5","urea","no","infested","poor","70_to_100","0.75","lots","yes","no","no","right","no","no","no"
"767","favourable","yes","no","dirty","yes","effective","effective","yes","0.5","AN","no","free","good",">=_100","0.75","lots","yes","yes","yes","right","yes","no","yes"
"768","favourable","yes","yes","dirty","no","not_effective","effective","yes","1","urea","no","infested","good","70_to_100","1","lots","yes","yes","yes","wrong","yes","no","yes"
"769","favourable","no","yes","dirty","yes","not_effective","effective","no","1","urea","yes","infested","good","0_to_70","1","lots","no","yes","yes","wrong","yes","no","no"
"770","favourable","no","yes","dirty","yes","not_effective","effective","yes","0.5","AN","yes","free","poor","70_to_100","0.5","less","yes","no","yes","right","yes","no","yes"
"771","favourable","yes","yes","dirty","yes","effective","effective","no","1","urea","yes","infested","good","0_to_70","0.75","lots","yes","yes","no","right","no","no","yes"
"772","unfavourable","no","yes","clean","yes","effective","effective","no","1","AN","yes","infested","poor","70_to_100","1","lots","no","no","yes","wrong","yes","yes","yes"
"773","favourable","yes","yes","clean","yes","effective","effective","yes","1","urea","no","infested","good","70_to_100","0.75","lots","no","yes","no","right","no","no","yes"
"774","unfavourable","no","yes","clean","no","effective","not_effective","no","0.5","AN","yes","infested","good","70_to_100","1","lots","no","yes","yes","wrong","yes","yes","yes"
"775","favourable","no","no","dirty","no","effective","not_effective","no","0.5","AN","yes","free","poor","0_to_70","0.5","lots","no","yes","yes","right","no","yes","yes"
"776","unfavourable","no","yes","dirty","yes","effective","effective","yes","1","AN","yes","infested","poor","0_to_70","0.75","less","no","yes","no","right","no","no","no"
"777","favourable","no","yes","dirty","yes","effective","effective","no","0.5","AN","no","infested","good",">=_100","1","lots","yes","no","yes","wrong","yes","no","yes"
"778","unfavourable","yes","no","clean","yes","effective","not_effective","yes","0.5","urea","no","free","poor","0_to_70","1","lots","no","yes","no","wrong","yes","no","yes"
"779","unfavourable","no","no","dirty","yes","effective","not_effective","no","1","urea","no","free","good",">=_100","1","lots","no","no","yes","wrong","no","no","yes"
"780","favourable","yes","yes","dirty","no","effective","effective","no","0.5","urea","no","infested","poor",">=_100","0.5","less","no","no","no","right","no","yes","no"
"781","unfavourable","no","yes","dirty","yes","effective","effective","yes","0.5","AN","no","infested","poor","0_to_70","1","lots","no","no","yes","wrong","no","yes","yes"
"782","favourable","no","no","dirty","no","effective","not_effective","no","0.5","urea","no","infested","poor",">=_100","0.5","lots","yes","no","yes","wrong","no","no","no"
"783","unfavourable","yes","yes","clean","no","not_effective","effective","yes","0.5","urea","no","free","poor","0_to_70","1","lots","yes","no","yes","wrong","yes","yes","no"
"784","unfavourable","no","yes","dirty","no","not_effective","effective","yes","0.5","urea","no","free","good","70_to_100","0.75","lots","yes","no","yes","wrong","no","no","no"
"785","favourable","yes","no","clean","yes","effective","not_effective","no","0.5","AN","no","free","good","70_to_100","0.5","lots","yes","yes","yes","right","no","yes","no"
"786","unfavourable","yes","yes","dirty","yes","not_effective","not_effective","yes","1","urea","yes","infested","poor","70_to_100","1","lots","no","no","no","right","yes","yes","no"
"787","unfavourable","no","no","clean","yes","effective","not_effective","no","0.5","urea","no","infested","poor","70_to_100","1","lots","yes","yes","no","right","yes","no","yes"
"788","unfavourable","no","no","clean","yes","not_effective","effective","no","0.5","AN","no","free","good","70_to_100","1","less","yes","yes","no","wrong","yes","no","no"
"789","favourable","yes","no","clean","no","not_effective","not_effective","no","1","AN","no","free","poor","70_to_100","0.5","lots","yes","yes","no","wrong","yes","yes","no"
"790","unfavourable","no","no","dirty","yes","not_effective","effective","no","1","urea","no","infested","good",">=_100","0.5","lots","yes","yes","no","right","yes","no","yes"
"791","favourable","yes","no","dirty","yes","effective","not_effective","yes","0.5","AN","no","infested","poor","0_to_70","0.5","less","no","yes","yes","right","no","no","no"
"792","favourable","no","yes","dirty","yes","not_effective","not_effective","no","1","AN","yes","infested","poor",">=_100","0.75","less","yes","yes","yes","right","yes","no","no"
"793","unfavourable","yes","no","clean","yes","not_effective","not_effective","yes","0.5","AN","no","infested","poor",">=_100","0.5","less","yes","no","yes","right","yes","yes","yes"
"794","unfavourable","no","no","dirty","yes","effective","effective","yes","0.5","AN","yes","free","good",">=_100","0.75","lots","no","yes","yes","wrong","yes","no","yes"
"795","favourable","yes","no","clean","no","effective","effective","yes","0.5","AN","yes","infested","good",">=_100","0.75","less","yes","no","no","wrong","yes","yes","no"
"796","unfavourable","yes","no","dirty","no","effective","not_effective","yes","0.5","AN","no","free","good",">=_100","0.5","less","yes","yes","no","right","yes","yes","no"
"797","favourable","no","yes","clean","yes","effective","not_effective","yes","1","AN","yes","infested","poor",">=_100","1","less","yes","yes","yes","right","yes","no","no"
"798","unfavourable","yes","yes","clean","yes","effective","effective","yes","1","urea","yes","free","poor",">=_100","1","less","yes","yes","yes","wrong","no","yes","yes"
"799","favourable","yes","yes","dirty","yes","effective","not_effective","yes","0.5","urea","yes","infested","good","0_to_70","0.5","lots","no","yes","yes","right","yes","yes","yes"
"800","unfavourable","yes","yes","dirty","yes","not_effective","effective","yes","0.5","urea","no","free","poor","70_to_100","0.5","lots","no","no","no","wrong","yes","yes","no"
"801","favourable","no","yes","dirty","no","effective","effective","no","1","urea","yes","free","good",">=_100","0.75","lots","yes","yes","yes","right","no","no","no"
"802","unfavourable","no","yes","dirty","yes","effective","effective","yes","1","urea","no","free","poor","0_to_70","0.75","less","no","no","yes","wrong","no","yes","yes"
"803","unfavourable","no","yes","dirty","no","not_effective","not_effective","yes","1","AN","no","infested","good","70_to_100","0.75","less","no","no","no","right","no","no","no"
"804","favourable","no","no","clean","yes","effective","effective","yes","1","urea","yes","infested","good","0_to_70","0.5","less","yes","no","no","wrong","no","yes","no"
"805","favourable","no","yes","clean","no","not_effective","not_effective","yes","1","AN","yes","free","poor","70_to_100","0.5","less","yes","yes","yes","wrong","no","no","yes"
"806","favourable","no","yes","dirty","yes","not_effective","not_effective","no","0.5","AN","yes","free","good","0_to_70","1","lots","yes","no","yes","right","yes","no","no"
"807","favourable","yes","yes","clean","no","effective","not_effective","yes","0.5","urea","yes","free","poor",">=_100","0.75","less","yes","yes","yes","right","yes","yes","yes"
"808","unfavourable","no","no","clean","yes","effective","not_effective","yes","1","urea","yes","infested","good",">=_100","1","lots","no","yes","yes","wrong","yes","no","no"
"809","unfavourable","yes","yes","clean","no","not_effective","not_effective","no","1","AN","no","infested","good","70_to_100","0.75","lots","no","yes","yes","wrong","yes","yes","no"
"810","favourable","no","no","dirty","yes","not_effective","not_effective","yes","1","urea","no","free","poor","70_to_100","0.5","lots","yes","no","yes","wrong","yes","yes","no"
"811","favourable","yes","yes","dirty","no","effective","effective","no","0.5","AN","no","infested","poor","0_to_70","1","less","yes","yes","yes","right","yes","no","yes"
"812","favourable","yes","yes","clean","yes","effective","effective","yes","1","AN","no","free","good",">=_100","1","lots","no","yes","no","wrong","yes","yes","no"
"813","unfavourable","yes","no","dirty","yes","not_effective","effective","no","0.5","urea","no","infested","poor",">=_100","0.75","less","no","yes","no","right","yes","yes","yes"
"814","unfavourable","yes","no","dirty","no","not_effective","effective","yes","0.5","urea","yes","free","good",">=_100","1","lots","no","yes","yes","right","no","no","no"
"815","unfavourable","no","no","clean","no","effective","effective","yes","0.5","urea","no","infested","poor",">=_100","0.75","less","no","no","yes","wrong","yes","yes","yes"
"816","favourable","yes","yes","dirty","no","not_effective","effective","yes","1","AN","yes","infested","good",">=_100","0.75","less","no","no","no","right","yes","no","yes"
"817","favourable","no","yes","dirty","yes","not_effective","effective","no","1","AN","no","infested","poor","70_to_100","1","lots","no","no","no","right","yes","yes","yes"
"818","unfavourable","yes","yes","dirty","yes","effective","effective","no","0.5","urea","no","free","good","70_to_100","1","lots","yes","no","yes","wrong","no","no","no"
"819","favourable","no","yes","clean","yes","not_effective","effective","no","0.5","urea","yes","infested","poor",">=_100","1","lots","yes","yes","no","right","no","no","no"
"820","favourable","no","no","clean","yes","effective","not_effective","no","0.5","AN","no","infested","good","70_to_100","0.5","lots","no","yes","yes","right","no","no","yes"
"821","unfavourable","no","no","clean","no","not_effective","not_effective","no","1","AN","no","free","poor","70_to_100","0.5","less","yes","yes","yes","wrong","no","no","no"
"822","favourable","yes","no","dirty","yes","not_effective","effective","yes","1","AN","yes","infested","good",">=_100","0.75","less","no","no","no","wrong","yes","no","no"
"823","unfavourable","yes","no","dirty","no","effective","effective","yes","0.5","urea","yes","infested","poor","70_to_100","0.5","less","yes","yes","yes","wrong","no","yes","no"
"824","unfavourable","no","no","clean","yes","not_effective","effective","no","0.5","AN","yes","infested","good",">=_100","0.5","lots","no","yes","no","right","no","no","no"
"825","unfavourable","no","yes","clean","yes","effective","not_effective","yes","0.5","AN","yes","free","poor",">=_100","0.75","less","no","yes","no","right","yes","yes","yes"
"826","favourable","no","yes","dirty","yes","not_effective","effective","yes","0.5","urea","yes","free","good",">=_100","0.5","lots","no","no","yes","wrong","no","yes","yes"
"827","favourable","no","yes","clean","yes","effective","not_effective","yes","1","AN","no","free","poor",">=_100","0.75","lots","yes","no","no","wrong","yes","no","no"
"828","unfavourable","no","yes","clean","no","not_effective","effective","no","0.5","urea","no","free","poor","70_to_100","1","less","no","yes","no","wrong","yes","no","no"
"829","unfavourable","yes","yes","clean","no","not_effective","effective","no","0.5","urea","no","free","good",">=_100","0.5","lots","yes","yes","no","right","no","no","no"
"830","favourable","no","yes","dirty","no","effective","effective","no","1","AN","yes","infested","poor","70_to_100","1","lots","no","no","yes","wrong","yes","no","yes"
"831","unfavourable","yes","no","dirty","no","effective","not_effective","no","1","AN","no","infested","poor",">=_100","0.5","less","yes","yes","no","wrong","yes","yes","yes"
"832","unfavourable","yes","no","dirty","no","effective","not_effective","no","1","AN","yes","free","good",">=_100","0.5","lots","yes","no","yes","right","no","no","yes"
"833","unfavourable","yes","yes","dirty","no","not_effective","effective","no","1","urea","yes","infested","poor","70_to_100","0.5","lots","no","no","no","right","yes","no","yes"
"834","unfavourable","yes","yes","clean","yes","effective","not_effective","yes","1","AN","yes","free","poor","70_to_100","1","less","no","yes","no","wrong","no","yes","no"
"835","favourable","yes","yes","dirty","yes","not_effective","not_effective","yes","0.5","AN","yes","free","poor",">=_100","0.5","lots","no","no","yes","wrong","yes","yes","no"
"836","unfavourable","no","no","clean","yes","effective","effective","no","1","urea","yes","infested","good",">=_100","0.5","less","yes","yes","yes","wrong","no","no","yes"
"837","unfavourable","yes","no","clean","yes","effective","effective","no","1","urea","no","infested","poor","70_to_100","0.5","lots","yes","yes","yes","right","yes","yes","no"
"838","unfavourable","no","yes","clean","no","effective","effective","yes","0.5","urea","yes","infested","good","70_to_100","0.5","lots","yes","no","yes","right","no","no","yes"
"839","favourable","no","yes","dirty","no","effective","not_effective","yes","1","urea","no","infested","good","70_to_100","0.5","lots","no","no","yes","wrong","no","yes","no"
"840","unfavourable","yes","yes","dirty","yes","effective","effective","yes","1","AN","no","free","poor","70_to_100","1","less","no","no","yes","right","yes","no","no"
"841","favourable","no","no","dirty","no","not_effective","not_effective","no","1","AN","yes","free","good","70_to_100","1","lots","yes","no","no","right","yes","yes","no"
"842","favourable","no","no","dirty","no","not_effective","not_effective","yes","0.5","AN","yes","infested","poor",">=_100","0.75","lots","no","no","no","right","no","yes","yes"
"843","unfavourable","no","no","clean","yes","effective","not_effective","yes","0.5","AN","yes","free","good","70_to_100","0.75","less","yes","yes","no","right","yes","yes","no"
"844","favourable","yes","yes","dirty","no","effective","effective","no","1","urea","yes","free","good",">=_100","1","less","no","no","yes","wrong","yes","no","yes"
"845","favourable","no","yes","clean","yes","not_effective","not_effective","yes","0.5","urea","no","free","poor","70_to_100","0.5","less","yes","yes","yes","right","no","yes","no"
"846","favourable","yes","no","dirty","no","not_effective","effective","yes","0.5","AN","no","free","good","70_to_100","1","less","no","yes","yes","wrong","yes","yes","yes"
"847","favourable","no","no","clean","yes","effective","effective","yes","1","AN","no","free","good","70_to_100","1","lots","yes","no","no","right","no","yes","yes"
"848","favourable","no","no","clean","no","not_effective","not_effective","yes","1","AN","no","free","poor","70_to_100","0.5","less","yes","no","yes","right","yes","no","yes"
"849","unfavourable","no","no","dirty","yes","effective","effective","no","0.5","AN","no","free","poor",">=_100","1","lots","yes","no","yes","right","no","no","yes"
"850","favourable","no","no","dirty","no","effective","effective","yes","0.5","urea","yes","free","poor",">=_100","0.5","lots","no","no","yes","right","no","no","no"
"851","unfavourable","yes","yes","clean","yes","effective","not_effective","yes","0.5","AN","no","free","poor","70_to_100","0.5","less","yes","no","yes","right","no","yes","yes"
"852","unfavourable","yes","yes","dirty","no","not_effective","not_effective","no","0.5","AN","no","infested","poor","70_to_100","0.5","lots","no","no","yes","wrong","yes","no","yes"
"853","unfavourable","no","no","dirty","no","effective","effective","no","1","urea","no","infested","good","70_to_100","0.5","less","yes","no","yes","right","yes","no","no"
"854","favourable","no","no","clean","no","not_effective","not_effective","yes","0.5","urea","no","infested","poor","0_to_70","0.5","less","no","no","no","wrong","no","no","yes"
"855","unfavourable","no","yes","clean","no","not_effective","effective","yes","1","urea","yes","free","good",">=_100","1","less","no","no","yes","wrong","no","no","no"
"856","favourable","yes","no","dirty","yes","not_effective","not_effective","yes","1","AN","yes","infested","good","0_to_70","1","less","no","no","no","wrong","yes","no","yes"
"857","favourable","yes","yes","dirty","no","not_effective","effective","no","0.5","AN","yes","infested","poor","0_to_70","0.5","lots","yes","no","no","wrong","no","yes","yes"
"858","favourable","no","yes","clean","no","not_effective","effective","no","0.5","urea","no","infested","good",">=_100","0.5","less","no","no","no","wrong","no","no","no"
"859","favourable","yes","no","dirty","yes","not_effective","effective","yes","0.5","urea","yes","infested","poor","70_to_100","0.75","lots","yes","yes","yes","wrong","yes","no","no"
"860","unfavourable","no","no","clean","no","not_effective","effective","no","1","AN","no","free","good",">=_100","1","lots","yes","yes","yes","right","no","no","yes"
"861","unfavourable","no","no","dirty","yes","effective","not_effective","yes","0.5","urea","yes","infested","good","70_to_100","1","less","yes","yes","no","wrong","no","yes","no"
"862","unfavourable","no","yes","clean","no","not_effective","effective","no","1","AN","no","infested","good","70_to_100","0.5","lots","yes","no","yes","right","no","no","yes"
"863","favourable","yes","yes","clean","no","effective","effective","yes","0.5","AN","no","free","poor","70_to_100","0.75","less","no","no","no","wrong","no","no","yes"
"864","favourable","no","no","dirty","no","effective","effective","yes","0.5","urea","yes","free","good","0_to_70","0.5","less","no","yes","yes","right","no","yes","yes"
"865","unfavourable","yes","no","clean","no","not_effective","not_effective","yes","0.5","urea","no","free","good","70_to_100","0.75","lots","yes","yes","yes","right","yes","yes","yes"
"866","unfavourable","yes","yes","dirty","yes","not_effective","not_effective","no","0.5","AN","no","free","good",">=_100","0.5","lots","no","yes","no","right","no","no","no"
"867","unfavourable","yes","yes","clean","no","not_effective","not_effective","yes","1","AN","no","free","good","0_to_70","1","lots","no","no","yes","right","no","no","no"
"868","unfavourable","no","yes","clean","no","not_effective","effective","yes","1","AN","yes","free","poor","0_to_70","1","lots","no","no","no","right","yes","yes","yes"
"869","unfavourable","no","yes","clean","yes","effective","effective","no","0.5","AN","no","free","good","70_to_100","0.75","less","no","yes","no","wrong","no","yes","no"
"870","unfavourable","yes","yes","clean","no","effective","effective","no","0.5","AN","no","free","poor","70_to_100","1","less","no","no","yes","right","no","yes","no"
"871","unfavourable","yes","yes","clean","yes","not_effective","effective","yes","0.5","urea","no","infested","good",">=_100","0.5","less","no","no","no","wrong","no","yes","yes"
"872","unfavourable","no","yes","dirty","yes","effective","effective","yes","1","urea","no","infested","poor","0_to_70","0.5","lots","yes","yes","yes","right","yes","no","no"
"873","unfavourable","yes","yes","clean","yes","not_effective","effective","yes","1","AN","yes","free","poor","70_to_100","1","less","yes","yes","yes","right","no","no","no"
"874","unfavourable","yes","yes","clean","yes","not_effective","effective","no","0.5","urea","yes","infested","poor","0_to_70","0.75","lots","yes","yes","no","right","yes","no","no"
"875","unfavourable","no","no","clean","yes","not_effective","not_effective","yes","1","AN","yes","infested","poor",">=_100","0.75","less","yes","no","yes","right","yes","yes","yes"
"876","favourable","no","yes","clean","yes","not_effective","effective","yes","0.5","AN","no","free","good","0_to_70","0.75","lots","no","yes","yes","wrong","yes","no","no"
"877","favourable","yes","yes","dirty","no","not_effective","effective","yes","1","urea","no","infested","poor",">=_100","0.5","less","no","no","no","wrong","no","yes","yes"
"878","unfavourable","yes","yes","clean","no","not_effective","effective","yes","1","urea","no","free","good",">=_100","0.5","less","no","no","no","right","no","no","yes"
"879","unfavourable","yes","no","clean","no","not_effective","not_effective","no","1","urea","yes","free","poor","0_to_70","1","less","yes","no","yes","wrong","yes","yes","no"
"880","favourable","no","no","dirty","no","not_effective","not_effective","yes","1","AN","no","infested","good","70_to_100","1","less","no","yes","no","right","yes","yes","yes"
"881","unfavourable","yes","no","clean","no","not_effective","effective","no","1","urea","yes","infested","poor","70_to_100","0.75","lots","no","no","no","right","yes","no","yes"
"882","unfavourable","yes","no","clean","yes","effective","effective","no","1","urea","no","free","good","70_to_100","0.5","lots","no","yes","yes","right","yes","no","yes"
"883","favourable","yes","no","clean","yes","not_effective","not_effective","yes","0.5","urea","yes","infested","good",">=_100","1","less","yes","yes","no","wrong","yes","yes","no"
"884","unfavourable","no","no","clean","yes","effective","not_effective","yes","0.5","urea","no","infested","good","70_to_100","0.75","lots","yes","yes","yes","right","no","yes","no"
"885","unfavourable","yes","no","dirty","no","not_effective","not_effective","no","0.5","urea","no","free","poor","0_to_70","0.5","less","no","yes","yes","wrong","no","yes","no"
"886","favourable","yes","yes","dirty","no","effective","not_effective","no","0.5","urea","no","free","good","0_to_70","0.75","less","yes","no","yes","right","yes","yes","no"
"887","favourable","yes","no","clean","yes","effective","not_effective","no","0.5","AN","no","free","good","70_to_100","0.75","less","no","yes","no","right","yes","no","no"
"888","favourable","yes","yes","clean","no","not_effective","not_effective","yes","0.5","AN","no","free","poor",">=_100","0.75","lots","yes","no","no","right","no","no","no"
"889","favourable","no","no","clean","yes","effective","not_effective","yes","1","AN","no","infested","good","0_to_70","0.75","lots","yes","no","no","wrong","no","no","no"
"890","unfavourable","no","no","dirty","yes","not_effective","not_effective","no","1","AN","no","infested","poor","70_to_100","1","less","no","no","no","right","yes","no","no"
"891","unfavourable","no","yes","clean","no","effective","effective","yes","0.5","urea","yes","infested","poor",">=_100","1","lots","yes","yes","yes","wrong","yes","no","yes"
"892","favourable","yes","yes","clean","no","not_effective","not_effective","no","0.5","AN","yes","free","poor","0_to_70","0.5","lots","yes","yes","no","wrong","yes","no","yes"
"893","unfavourable","no","no","dirty","no","not_effective","not_effective","no","0.5","AN","no","free","poor","0_to_70","1","less","no","yes","yes","wrong","yes","no","no"
"894","favourable","yes","no","dirty","yes","not_effective","not_effective","no","0.5","urea","no","free","good","70_to_100","0.5","lots","yes","no","yes","wrong","no","yes","no"
"895","favourable","no","yes","clean","no","effective","not_effective","no","0.5","AN","yes","free","poor","0_to_70","0.5","lots","yes","yes","yes","right","no","yes","yes"
"896","favourable","no","no","clean","yes","effective","effective","no","1","urea","no","infested","poor","70_to_100","1","lots","yes","no","yes","wrong","yes","no","yes"
"897","favourable","yes","no","dirty","yes","not_effective","not_effective","yes","1","AN","no","free","poor","70_to_100","0.5","lots","yes","yes","yes","right","no","yes","no"
"898","unfavourable","no","yes","dirty","no","not_effective","not_effective","yes","0.5","AN","no","infested","good",">=_100","0.5","lots","yes","yes","yes","right","yes","no","yes"
"899","unfavourable","no","no","clean","no","not_effective","effective","yes","1","AN","yes","free","poor","0_to_70","0.5","lots","no","yes","no","right","no","yes","no"
"900","unfavourable","no","no","clean","yes","not_effective","not_effective","yes","0.5","urea","no","free","good","70_to_100","0.75","lots","yes","no","yes","wrong","no","no","yes"
"901","unfavourable","yes","yes","dirty","no","effective","not_effective","no","1","AN","yes","infested","poor","0_to_70","0.5","less","yes","no","no","wrong","yes","no","no"
"902","unfavourable","yes","yes","clean","yes","not_effective","effective","yes","1","urea","no","infested","good","0_to_70","1","lots","no","no","no","right","yes","yes","yes"
"903","favourable","no","yes","dirty","no","not_effective","effective","no","0.5","urea","no","infested","good","70_to_100","0.75","lots","no","no","no","wrong","no","yes","yes"
"904","favourable","no","yes","dirty","no","effective","effective","yes","0.5","urea","no","free","good","0_to_70","0.75","less","no","yes","no","right","yes","yes","yes"
"905","unfavourable","yes","no","clean","yes","not_effective","effective","yes","1","urea","no","free","good","0_to_70","0.75","less","yes","yes","no","wrong","yes","yes","no"
"906","favourable","no","yes","clean","no","effective","effective","yes","0.5","AN","yes","free","good","70_to_100","0.75","less","no","no","yes","wrong","yes","yes","yes"
"907","unfavourable","yes","no","dirty","yes","not_effective","effective","no","0.5","urea","yes","infested","good",">=_100","0.75","less","no","no","yes","right","yes","yes","yes"
"908","favourable","yes","no","clean","yes","effective","not_effective","no","1","AN","no","free","poor","0_to_70","0.5","lots","no","yes","yes","wrong","yes","yes","no"
"909","favourable","yes","no","clean","yes","not_effective","effective","no","1","urea","no","infested","good","0_to_70","1","less","yes","yes","no","right","yes","no","yes"
"910","unfavourable","no","yes","clean","yes","not_effective","effective","no","1","urea","no","infested","good","70_to_100","0.5","less","no","yes","yes","wrong","no","no","no"
"911","favourable","yes","no","clean","yes","effective","not_effective","no","1","AN","yes","infested","poor",">=_100","1","lots","no","no","yes","right","no","no","no"
"912","unfavourable","no","no","dirty","yes","effective","not_effective","no","0.5","AN","no","free","poor","70_to_100","1","less","yes","yes","no","right","no","yes","no"
"913","unfavourable","no","no","dirty","no","effective","not_effective","yes","0.5","AN","no","infested","good","0_to_70","0.75","less","yes","no","yes","wrong","no","yes","yes"
"914","favourable","yes","no","dirty","yes","effective","not_effective","yes","0.5","urea","no","free","poor","70_to_100","1","lots","yes","yes","no","wrong","no","no","no"
"915","favourable","no","yes","dirty","yes","not_effective","not_effective","no","0.5","AN","yes","free","good","70_to_100","0.5","lots","yes","yes","yes","right","yes","yes","no"
"916","favourable","yes","yes","dirty","yes","effective","effective","no","1","AN","no","infested","poor","70_to_100","0.5","lots","yes","yes","yes","wrong","no","yes","no"
"917","unfavourable","no","no","clean","yes","effective","effective","no","1","urea","yes","infested","poor","0_to_70","1","lots","no","yes","yes","right","yes","no","no"
"918","unfavourable","yes","no","clean","yes","not_effective","not_effective","yes","0.5","AN","no","infested","good","70_to_100","1","less","no","yes","no","wrong","no","yes","yes"
"919","unfavourable","yes","no","clean","no","effective","not_effective","yes","0.5","urea","no","infested","poor","70_to_100","0.5","less","no","no","yes","right","no","yes","yes"
"920","favourable","yes","no","dirty","yes","effective","not_effective","no","1","urea","yes","free","good","0_to_70","1","lots","yes","yes","yes","wrong","no","yes","yes"
"921","favourable","yes","yes","dirty","no","effective","effective","yes","1","urea","no","infested","poor",">=_100","0.75","lots","no","yes","no","right","no","yes","yes"
"922","favourable","yes","no","clean","yes","not_effective","effective","no","1","AN","yes","free","good","70_to_100","0.5","less","no","no","no","right","no","no","no"
"923","unfavourable","yes","yes","clean","yes","not_effective","not_effective","no","1","AN","no","free","poor","0_to_70","1","less","no","no","no","wrong","yes","no","yes"
"924","favourable","yes","yes","dirty","no","effective","effective","no","1","urea","no","free","poor","0_to_70","1","lots","no","yes","no","wrong","no","yes","no"
"925","favourable","yes","yes","clean","no","effective","effective","no","1","AN","no","free","good","0_to_70","1","lots","no","no","yes","wrong","no","yes","no"
"926","favourable","yes","yes","clean","no","not_effective","effective","yes","1","urea","no","free","good","0_to_70","0.5","lots","yes","no","yes","right","yes","yes","no"
"927","unfavourable","yes","no","clean","no","effective","not_effective","no","0.5","urea","yes","infested","good",">=_100","1","less","no","yes","no","wrong","no","yes","yes"
"928","unfavourable","yes","yes","clean","no","effective","not_effective","yes","0.5","AN","yes","infested","poor","0_to_70","0.75","lots","yes","no","yes","right","no","yes","no"
"929","favourable","no","no","clean","no","not_effective","effective","yes","1","urea","yes","free","good","0_to_70","0.75","lots","yes","yes","no","right","yes","yes","yes"
"930","favourable","yes","no","dirty","no","effective","not_effective","no","0.5","AN","yes","infested","poor",">=_100","1","lots","no","yes","no","wrong","yes","no","no"
"931","unfavourable","no","no","dirty","yes","effective","not_effective","yes","0.5","AN","no","free","good","0_to_70","0.5","lots","yes","no","yes","right","yes","no","yes"
"932","favourable","no","yes","clean","no","effective","not_effective","no","0.5","AN","yes","infested","poor","70_to_100","0.75","lots","no","yes","yes","wrong","yes","yes","yes"
"933","favourable","yes","yes","clean","no","not_effective","not_effective","no","1","AN","no","free","poor","70_to_100","0.5","less","yes","yes","yes","right","no","yes","no"
"934","favourable","no","no","dirty","no","not_effective","effective","no","0.5","AN","yes","infested","good","0_to_70","0.5","lots","yes","yes","yes","right","yes","no","no"
"935","unfavourable","no","yes","clean","yes","not_effective","not_effective","yes","0.5","AN","yes","infested","good","0_to_70","0.75","lots","no","no","yes","wrong","yes","no","no"
"936","favourable","no","no","clean","no","effective","not_effective","no","1","urea","yes","infested","poor","70_to_100","0.5","less","yes","no","yes","wrong","yes","no","yes"
